Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
497,Mouhamed Gueye,21,ATL,PF,6,0,73,8,23,.348,3,9,.333,5,14,.357,.413,5,6,.833,10,12,22,4,5,4,1,13,24,0,,gueyemo02
498,Amari Bailey,19,CHO,PG,10,0,65,8,24,.333,1,8,.125,7,16,.438,.354,6,7,.857,6,3,9,7,3,0,4,2,23,0,,baileam01
499,RaiQuan Gray,24,SAS,PF,3,0,39,10,17,.588,3,7,.429,7,10,.700,.676,0,0,,2,5,7,6,1,1,1,0,23,0,,grayra01
500,Jay Huff,25,DEN,C,20,0,49,9,15,.600,3,9,.333,6,6,1.000,.700,2,2,1.000,2,9,11,2,2,3,1,9,23,0,,huffja01
501,Isaiah Mobley,24,CLE,PF,10,0,72,10,24,.417,3,10,.300,7,14,.500,.479,0,1,.000,3,7,10,6,2,0,2,6,23,0,,mobleis01
502,Ish Wainright,29,2TM,SF,11,0,62,7,24,.292,7,20,.350,0,4,.000,.438,2,2,1.000,3,11,14,1,4,1,2,8,23,0,,wainris01
502,Ish Wainright,29,POR,SF,7,0,46,6,18,.333,6,16,.375,0,2,.000,.500,2,2,1.000,0,9,9,0,2,1,1,4,20,0,,wainris01
502,Ish Wainright,29,PHO,SF,4,0,16,1,6,.167,1,4,.250,0,2,.000,.250,0,0,,3,2,5,1,2,0,1,4,3,0,,wainris01
503,Dexter Dennis,24,DAL,SG,4,0,30,10,19,.526,1,8,.125,9,11,.818,.553,1,3,.333,1,8,9,4,0,1,3,1,22,0,,dennide01
504,Braxton Key,26,DEN,SF,20,0,60,7,17,.412,2,5,.400,5,12,.417,.471,6,8,.750,3,15,18,9,2,1,1,5,22,0,,keybr01
505,Kendall Brown,20,IND,SG,15,0,63,8,15,.533,0,2,.000,8,13,.615,.533,5,8,.625,3,2,5,5,0,0,2,9,21,0,,brownke03
506,Jamaree Bouyea,24,2TM,PG,9,0,95,10,28,.357,1,9,.111,9,19,.474,.375,0,0,,3,16,19,11,1,0,9,10,21,0,,bouyeja01
506,Jamaree Bouyea,24,POR,PG,6,0,57,5,21,.238,0,8,.000,5,13,.385,.238,0,0,,2,8,10,8,0,0,8,3,10,0,,bouyeja01
506,Jamaree Bouyea,24,SAS,PG,3,0,38,5,7,.714,1,1,1.000,4,6,.667,.786,0,0,,1,8,9,3,1,0,1,7,11,0,,bouyeja01
507,Jermaine Samuels,25,HOU,SF,14,0,60,9,14,.643,0,2,.000,9,12,.750,.643,2,2,1.000,3,10,13,3,1,2,0,5,20,0,,samueje01
508,Kobi Simmons,26,TOR,PG,4,0,67,9,21,.429,2,8,.250,7,13,.538,.476,0,0,,1,6,7,12,6,2,1,5,20,0,,simmoko01
509,Hunter Tyson,23,DEN,PF,18,0,48,8,20,.400,4,14,.286,4,6,.667,.500,0,0,,1,8,9,2,1,0,2,10,20,0,,tysonhu01
510,Malik Williams,25,TOR,C,7,2,107,9,34,.265,1,5,.200,8,29,.276,.279,0,2,.000,15,23,38,2,3,4,3,15,19,0,,willima11
511,Robin Lopez,35,MIL,C,16,2,65,7,19,.368,2,8,.250,5,11,.455,.421,2,2,1.000,3,2,5,4,1,3,2,7,18,0,,lopezro01
512,Taze Moore,25,POR,SG,4,0,40,8,19,.421,1,7,.143,7,12,.583,.447,1,2,.500,4,4,8,5,2,0,3,4,18,0,,mooreta02
513,Wendell Moore Jr.,22,MIN,SG,25,0,75,9,18,.500,0,6,.000,9,12,.750,.500,0,0,,0,12,12,6,5,1,4,5,18,0,,moorewe01
514,Wenyen Gabriel,26,MEM,PF,5,0,81,8,22,.364,1,6,.167,7,16,.438,.386,0,5,.000,7,18,25,3,2,2,8,10,17,0,,gabriwe01
515,JD Davison,21,BOS,SG,8,0,39,5,12,.417,3,7,.429,2,5,.400,.542,3,4,.750,2,8,10,10,1,1,2,4,16,0,,davisjd01
516,Greg Brown III,22,DAL,PF,6,0,40,5,11,.455,1,3,.333,4,8,.500,.500,4,9,.444,3,6,9,4,0,4,4,5,15,0,,browngr01
517,Jordan Walsh,19,BOS,SF,9,1,83,6,15,.400,2,9,.222,4,6,.667,.467,1,2,.500,5,15,20,5,5,1,3,11,15,0,,walshjo01
518,Alex Fudge,20,2TM,SF,6,0,40,6,15,.400,1,5,.200,5,10,.500,.433,2,2,1.000,4,1,5,0,3,0,2,2,15,0,,fudgeal01
518,Alex Fudge,20,LAL,SF,4,0,14,1,6,.167,0,2,.000,1,4,.250,.167,2,2,1.000,2,0,2,0,0,0,1,1,4,0,,fudgeal01
518,Alex Fudge,20,DAL,SF,2,0,26,5,9,.556,1,3,.333,4,6,.667,.611,0,0,,2,1,3,0,3,0,1,1,11,0,,fudgeal01
519,D'Moi Hodge,25,LAL,SG,7,0,41,5,15,.333,3,12,.250,2,3,.667,.433,1,2,.500,0,0,0,5,1,1,1,4,14,0,,hodgedm01
520,DaQuan Jeffries,26,NYK,SG,17,0,46,6,17,.353,2,10,.200,4,7,.571,.412,0,2,.000,0,5,5,5,0,1,3,2,14,0,,jeffrda01
521,Seth Lundy,23,ATL,SF,9,0,52,4,17,.235,3,13,.231,1,4,.250,.324,3,4,.750,1,6,7,0,0,0,1,6,14,0,,lundyse01
522,Dereon Seabron,23,NOP,SG,6,0,55,4,13,.308,1,2,.500,3,11,.273,.346,5,6,.833,1,6,7,5,2,1,0,4,14,0,,seabrde01
523,TyTy Washington Jr.,22,MIL,PG,11,0,56,6,20,.300,2,6,.333,4,14,.286,.350,0,0,,1,4,5,5,3,0,2,1,14,0,,washity02
524,Timmy Allen,24,MEM,SF,5,0,125,6,23,.261,0,7,.000,6,16,.375,.261,1,2,.500,4,13,17,5,4,0,2,18,13,0,,allenti01
525,Jordan Miller,24,LAC,SF,8,0,28,5,9,.556,1,2,.500,4,7,.571,.611,2,2,1.000,3,2,5,0,0,0,1,2,13,0,,millejo02
526,Jacob Toppin,23,NYK,SF,9,0,38,5,9,.556,1,4,.250,4,5,.800,.611,2,2,1.000,3,4,7,3,0,1,1,3,13,0,,toppija01
527,Mamadi Diakite,27,2TM,PF,6,0,24,4,6,.667,0,1,.000,4,5,.800,.667,4,6,.667,1,3,4,2,1,1,1,2,12,0,,diakima01
527,Mamadi Diakite,27,SAS,PF,3,0,16,4,5,.800,0,0,,4,5,.800,.800,4,6,.667,1,2,3,2,0,1,0,1,12,0,,diakima01
527,Mamadi Diakite,27,NYK,PF,3,0,8,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,1,1,0,1,0,1,1,0,0,,diakima01
528,Jordan Ford,25,SAC,PG,6,0,22,4,7,.571,2,3,.667,2,4,.500,.714,2,2,1.000,0,2,2,2,0,0,1,0,12,0,,fordjo01
529,Jason Preston,24,UTA,PG,7,0,71,6,19,.316,0,3,.000,6,16,.375,.316,0,0,,6,11,17,16,2,1,2,3,12,0,,prestja01
530,D.J. Carton,23,TOR,SG,4,0,36,3,8,.375,1,4,.250,2,4,.500,.438,4,5,.800,2,2,4,3,1,0,1,3,11,0,,cartodj01
531,Henri Drell,23,CHI,SF,4,0,30,4,10,.400,2,6,.333,2,4,.500,.500,1,2,.500,1,3,4,4,2,1,2,6,11,0,,drellhe01
532,Keyontae Johnson,23,OKC,SF,9,0,66,5,16,.313,1,3,.333,4,13,.308,.344,0,0,,4,6,10,4,1,0,4,5,11,0,,johnske08
533,Maxwell Lewis,21,LAL,SF,34,0,103,4,21,.190,1,9,.111,3,12,.250,.214,2,3,.667,2,2,4,6,2,1,10,5,11,0,,lewisma05
534,Drew Peterson,24,BOS,PF,3,0,23,4,6,.667,3,5,.600,1,1,1.000,.917,0,0,,0,1,1,1,2,0,1,1,11,0,,peterdr01
535,R.J. Hampton,22,MIA,PG,8,2,76,4,14,.286,1,8,.125,3,6,.500,.321,1,2,.500,2,4,6,8,0,0,3,8,10,0,,hamptrj01
536,D.J. Wilson,27,PHI,PF,2,0,15,4,6,.667,2,2,1.000,2,4,.500,.833,0,0,,1,1,2,2,0,2,0,1,10,0,,wilsodj01
537,James Johnson,36,IND,PF,9,0,47,3,10,.300,0,2,.000,3,8,.375,.300,2,2,1.000,1,3,4,8,5,1,5,9,8,0,,johnsja01
538,Jalen Slawson,24,SAC,SF,12,0,37,4,6,.667,0,2,.000,4,4,1.000,.667,0,0,,1,6,7,2,1,1,2,8,8,0,,slawsja01
539,Isaiah Thomas,34,PHO,PG,6,0,19,3,10,.300,2,4,.500,1,6,.167,.400,0,0,,0,0,0,3,0,0,0,0,8,0,,thomais02
540,Mason Jones,25,SAC,SG,5,0,28,2,8,.250,2,7,.286,0,1,.000,.375,1,2,.500,1,4,5,5,1,0,2,3,7,0,,jonesma05
541,Juan Toscano-Anderson,30,SAC,SF,11,0,53,3,12,.250,1,4,.250,2,8,.250,.292,0,0,,4,10,14,4,1,1,2,11,7,0,,toscaju01
542,Charlie Brown Jr.,26,NYK,SG,8,0,37,2,10,.200,2,7,.286,0,3,.000,.300,0,0,,1,1,2,0,0,2,2,5,6,0,,brownch02
543,Jack White,26,MEM,SF,4,0,64,2,16,.125,2,10,.200,0,6,.000,.188,0,0,,4,8,12,1,4,1,2,3,6,0,,whiteja03
544,Lindell Wigginton,25,MIL,PG,3,0,8,2,5,.400,0,2,.000,2,3,.667,.400,2,2,1.000,0,0,0,0,0,0,1,1,6,0,,wiggili01
545,Frank Ntilikina,25,CHO,PG,5,0,43,1,9,.111,1,8,.125,0,1,.000,.167,2,2,1.000,1,5,6,4,0,0,1,4,5,0,,ntilila01
546,Alondes Williams,24,MIA,SG,7,0,16,2,8,.250,0,4,.000,2,4,.500,.250,1,1,1.000,0,1,1,0,0,1,2,2,5,0,,willial06
547,Izaiah Brockington,24,NOP,PG,1,0,3,2,5,.400,0,1,.000,2,4,.500,.400,0,0,,1,1,2,0,0,0,0,0,4,0,,brockiz01
548,Kevon Harris,26,ORL,SG,2,0,6,2,3,.667,0,0,,2,3,.667,.667,0,0,,0,2,2,1,0,0,1,3,4,0,,harrike01
549,Ty Jerome,26,CLE,SG,2,0,15,2,4,.500,0,1,.000,2,3,.667,.500,0,0,,1,0,1,3,0,0,1,2,4,0,,jeromty01
550,E.J. Liddell,23,NOP,PF,8,0,23,1,6,.167,0,5,.000,1,1,1.000,.167,2,2,1.000,0,5,5,1,2,2,2,2,4,0,,liddeej01
551,Pat Spencer,27,GSW,PG,6,0,26,2,4,.500,0,2,.000,2,2,1.000,.500,0,0,,2,2,4,5,0,0,1,1,4,0,,spencpa01
552,Adam Flagler,24,OKC,SG,2,0,14,1,7,.143,1,6,.167,0,1,.000,.214,0,0,,0,0,0,4,0,0,0,0,3,0,,flaglad01
553,Usman Garuba,21,GSW,PF,6,0,18,1,6,.167,0,1,.000,1,5,.200,.167,1,2,.500,3,4,7,1,1,3,2,2,3,0,,garubus01
554,Dariq Whitehead,19,BRK,SF,2,0,24,1,5,.200,0,3,.000,1,2,.500,.200,1,2,.500,0,4,4,3,0,1,0,0,3,0,,whiteda01
555,Pete Nance,23,CLE,PF,8,0,27,1,6,.167,1,1,1.000,0,5,.000,.250,0,2,.000,0,3,3,0,1,0,1,2,3,0,,nancepe01
556,Filip Petrušev,23,2TM,C,3,0,10,1,2,.500,0,0,,1,2,.500,.500,1,2,.500,0,1,1,0,0,0,0,1,3,0,,petrufi01
556,Filip Petrušev,23,PHI,C,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,0,,petrufi01
556,Filip Petrušev,23,SAC,C,2,0,7,1,2,.500,0,0,,1,2,.500,.500,1,2,.500,0,0,0,0,0,0,0,1,3,0,,petrufi01
557,Hamidou Diallo,25,WAS,SG,2,0,5,1,2,.500,0,0,,1,2,.500,.500,0,0,,2,0,2,1,2,0,1,1,2,0,,diallha01
558,Shaquille Harrison,30,MEM,SG,3,0,6,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,2,2,0,0,1,0,0,2,0,,harrish01
559,Quenton Jackson,25,IND,PG,3,0,11,0,1,.000,0,0,,0,1,.000,.000,2,2,1.000,0,4,4,2,1,0,0,1,2,0,,jacksqu01
560,Markquis Nowell,24,TOR,SG,1,0,4,0,1,.000,0,0,,0,1,.000,.000,2,2,1.000,2,0,2,2,1,0,0,0,2,0,,nowelma01
561,Joshua Primo,21,LAC,SG,2,0,10,1,3,.333,0,1,.000,1,2,.500,.333,0,0,,1,0,1,0,0,1,4,0,2,0,,primojo01
562,Isaiah Wong,23,IND,SG,1,0,4,1,3,.333,0,1,.000,1,2,.500,.333,0,0,,0,0,0,0,0,0,0,0,2,0,,wongis01
563,Ryan Arcidiacono,29,NYK,PG,20,0,45,0,6,.000,0,6,.000,0,0,,.000,0,0,,0,8,8,4,2,0,2,5,0,0,,arcidry01
564,Malcolm Cazalon,22,DET,SG,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,cazalma01
565,Jalen Crutcher,24,NOP,PG,1,0,3,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,0,,crutcja01
566,Andrew Funk,24,CHI,SG,5,0,13,0,4,.000,0,3,.000,0,1,.000,.000,0,0,,0,0,0,0,1,1,0,0,0,0,,funkan01
567,Kaiser Gates,27,NOP,SF,1,0,7,0,4,.000,0,2,.000,0,2,.000,.000,0,0,,0,1,1,0,0,0,0,0,0,0,,gateska01
568,Danny Green,36,PHI,SG,2,0,18,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,2,2,1,1,0,0,1,0,0,,greenda02
569,Ron Harper Jr.,23,TOR,PF,1,0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,2,0,0,,harpero02
570,Justin Jackson,28,MIN,SF,2,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,jacksju01
571,Dmytro Skapintsev,25,NYK,C,2,0,2,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,0,,skapidm01
572,Javonte Smart,24,PHI,PG,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,smartja01
,League Average,,,,,,,,,.474,,,.366,,,.545,.547,,,.784,,,,,,,,,,,,-9999
